,utterance,speaker,turn_id,Gold,Annotator,Votes,Annotators,Adjudication,Go_Ekman,Go_EkmanScore,Go,GoScore
101,I am sad that you are lying to me. I thought we were friends.,Lennart,48,sadness,Rico,"['sadness', 'sadness', 'sadness', 'sadness', 'sadness']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",sadness,sadness,0.8322526216506958,sadness,0.8322526216506958
102,Its good to feel emotions and that assures me that I am human after all.,Lennart,50,joy,Rico,"['joy', 'joy', 'joy', 'sadness', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",joy,joy,0.10473895259201527,joy,0.1896219104528427
103,Did that leave you speechless?,Lennart,52,neutral,Rico,"['neutral', 'surprise', 'surprise', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.24437080323696136,curiosity,0.4001162350177765
104,What is the biggest type of cat?,Lennart,54,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.39708587527275085,curiosity,0.4168396592140198
105,Are you still here?,Lennart,56,neutral,Rico,"['neutral', 'neutral', 'fear', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.3093538284301758,curiosity,0.4715809226036072
106,Tell me what two squared is.,Lennart,58,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.7275157570838928,neutral,0.7275157570838928
107,Tell me what two plus two is.,Lennart,60,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.7981445789337158,neutral,0.7981445789337158
108,I am shocked that you took so long to answer.,Lennart,62,surprise,Rico,"['surprise', 'surprise', 'surprise', 'surprise', 'surprise']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",surprise,surprise,0.8327013850212097,surprise,0.8327013850212097
109,Are you confident in your abilities to help me?,Lennart,64,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,surprise,0.43640249967575073,curiosity,0.43640249967575073
110,"Based on what I have seen, you coud do better.",Lennart,66,neutral,Rico,"['neutral', 'neutral', 'neutral', 'anger', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.4164316654205322,neutral,0.4164316654205322
111,You can help me with telling my name again. Did you remember?,Lennart,68,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.2532021701335907,curiosity,0.3787969648838043
112,What is my name?,Lennart,70,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,surprise,0.30225280299782753,curiosity,0.5059950947761536
113,Let's start over. What is the weather normally like in the Netherlands?,Lennart,72,neutral,Rico,"['neutral', 'neutral', 'neutral', 'anger', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.3601713180541992,curiosity,0.44607171416282654
114,What is the capital of the Netherlands?,Lennart,74,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,neutral,0.3626430630683899,curiosity,0.44551390409469604
115,I study there!,Lennart,76,neutral,Rico,"['neutral', 'neutral', 'joy', 'joy', 'surprise']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",joy,neutral,0.28962770104408264,excitement,0.33568841218948364
116,"I am concerned about the weather today because it has been raining,",Lennart,78,fear,Rico,"['fear', 'fear', 'fear', 'fear', 'fear']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",fear,neutral,0.2074810415506363,caring,0.21676169335842133
117,You should consider my feelings.,Lennart,80,neutral,Rico,"['neutral', 'anger', 'sadness', 'anger', 'sadness']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",anger,neutral,0.2440444827079773,approval,0.35264715552330017
118,What can I use to stay dry?,Lennart,82,neutral,Rico,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,surprise,0.30598409473896027,curiosity,0.42071306705474854
119,Thanks.,Lennart,84,neutral,Rico,"['neutral', 'neutral', 'neutral', 'joy', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,joy,0.9930700659751892,gratitude,0.9930700659751892
120,stop,Lennart,86,neutral,Rico,"['neutral', 'anger', 'neutral', 'neutral', 'neutral']","['Rico', 'Giulia', 'Ella', 'Lianne', 'Thomas ']",neutral,anger,0.32740457355976105,anger,0.5435594916343689
121,Where is Tony? Have you seen him? ,Ms. Potts,4,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Manar']",neutral,surprise,0.3287196718156338,curiosity,0.5633379220962524
122,Ugh it irritates me that he's gone again without telling me. He needs to let me know if he is out.,Ms. Potts,6,anger,Marit,"['anger', 'anger', 'anger']","['Marit', 'Keze', 'Manar']",anger,anger,0.2475622445344925,annoyance,0.2970629632472992
123,No I already know he is flying around in that stupid Ironman suit of his. I might throw it out while he is sleeping.,Ms. Potts,8,anger,Marit,"['anger', 'disgust', 'anger']","['Marit', 'Keze', 'Manar']",anger,anger,0.191007691125075,annoyance,0.32835397124290466
124,He's on his own? I am so angry! He's probably putting himself in danger! ,Ms. Potts,10,anger,Marit,"['anger', 'anger', 'anger']","['Marit', 'Keze', 'Manar']",anger,anger,0.3573039546608925,anger,0.5779289603233337
125,Now I am crying. I am scared for his life. Thank you for helping Jarvis.,Ms. Potts,12,fear,Marit,"['fear', 'fear', 'sadness']","['Marit', 'Keze', 'Manar']",fear,joy,0.685666561126709,gratitude,0.685666561126709
126,"Honestly, I don't know where all this is coming from. I might be in love with him. But he is my boss and I don't know how to tell him.",Ms. Potts,14,surprise,Marit,"['surprise', 'fear', 'fear']","['Marit', 'Keze', 'Manar']",fear,joy,0.3825090527534485,love,0.3825090527534485
127,Thank you Jarvis. That makes me so happy to hear. I really just need a friend in my corner you know?,Ms. Potts,16,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Keze', 'Manar']",joy,joy,0.382471214979887,gratitude,0.6839402318000793
128,I don't even care anymore. I hope he flies himself into a truck,Ms. Potts,18,anger,Marit,"['anger', 'disgust', 'disgust']","['Marit', 'Keze', 'Manar']",disgust,joy,0.2702268548309803,optimism,0.45997101068496704
129,You are such a good friend Jarvis. Tony is really lucky to have you.,Ms. Potts,20,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Keze', 'Manar']",joy,joy,0.2825867695113023,admiration,0.708175778388977
130,Now I am thinking about him again. I miss him so much!,Ms. Potts,22,sadness,Marit,"['sadness', 'sadness', 'sadness']","['Marit', 'Keze', 'Manar']",sadness,sadness,0.2992592826485634,sadness,0.4583735466003418
131,That's not going to help me now is it Jarvis! I need to know where that stupid man is!,Ms. Potts,24,anger,Marit,"['anger', 'anger', 'anger']","['Marit', 'Keze', 'Manar']",anger,anger,0.20738492906093597,annoyance,0.34304869174957275
132,I am so tired of always walking after him! He is like a little kid!,Ms. Potts,26,anger,Marit,"['anger', 'anger', 'disgust']","['Marit', 'Keze', 'Manar']",anger,neutral,0.20667171478271484,neutral,0.20667171478271484
133,Do you think he is gone? Oh no...4,Ms. Potts,28,sadness,Marit,"['sadness', 'fear', 'fear']","['Marit', 'Keze', 'Manar']",fear,neutral,0.31348246335983276,neutral,0.31348246335983276
134,Jarvis talk to me! Are you leaving me too? I'm scared Jarvis!,Ms. Potts,30,fear,Marit,"['fear', 'surprise', 'fear']","['Marit', 'Keze', 'Manar']",fear,fear,0.48554912209510803,fear,0.48554912209510803
135,Oh my god you think he is actually gone. I'm having a panic attack!,Ms. Potts,32,fear,Marit,"['fear', 'fear', 'fear']","['Marit', 'Keze', 'Manar']",fear,fear,0.16706321015954018,fear,0.26629024744033813
136,Or maybe I just need a snack and calm down.,Ms. Potts,34,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Manar']",neutral,neutral,0.34961891174316406,neutral,0.34961891174316406
137,"Hahaha, I don't think I am dealing at all, but I am just laughing now for no reason",Ms. Potts,36,joy,Marit,"['joy', 'joy', 'neutral']","['Marit', 'Keze', 'Manar']",joy,joy,0.773958683013916,amusement,0.773958683013916
138,I am ready to take a step towards healing.,Ms. Potts,38,neutral,Marit,"['neutral', 'neutral', 'joy']","['Marit', 'Keze', 'Manar']",neutral,neutral,0.7754255533218384,neutral,0.7754255533218384
139,You are no help Jarvis.,Ms. Potts,40,anger,Marit,"['anger', 'anger', 'disgust']","['Marit', 'Keze', 'Manar']",anger,joy,0.33908742666244507,caring,0.33908742666244507
140,I think I am going to write my resignation letter now. I might not live till 40 otherwise.,Ms. Potts,42,neutral,Marit,"['neutral', 'neutral', 'fear']","['Marit', 'Keze', 'Manar']",neutral,neutral,0.33780696988105774,neutral,0.33780696988105774
141,Bye!,Ms. Potts,44,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Manar']",neutral,neutral,0.9357550740242004,neutral,0.9357550740242004
142,"These days, I’ve been helping some lost voices find peace. They’re like old memories that never got a chance to speak. I listen to them and help them feel heard. That’s something that brings me calm.",Nymera Vaelith,4,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,sadness,0.18374937027692795,sadness,0.19234724342823029
143,"Thank you for your kind words. They feel like a warm hand on my shoulder. But these voices… they’re inside my own mind. Sometimes they are memories, playing themselves over again. Sometimes they are regrets, shouting louder than anything else. What do you think I should do to escape these voices?",Nymera Vaelith,6,neutral,Marit,"['neutral', 'fear', 'sadness']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",fear,joy,0.8474696278572083,gratitude,0.8474696278572083
144,Do you have any thoughts on what to do with regret and sorrow?,Nymera Vaelith,8,sadness,Marit,"['sadness', 'neutral', 'sadness']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",sadness,surprise,0.19095345586538315,curiosity,0.2854498624801636
145,I can’t really read the steps you gave me. I’d be happy to go through the steps again. ,Nymera Vaelith,10,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,joy,0.25715842843055725,joy,0.5367721915245056
146,"Recently I found out that I have colon cancer. It’s been hard to accept. and I don’t know exactly what lies ahead. There might be difficult things waiting for me… And right now, I feel very sad. And honestly… I’m scared, too.",Nymera Vaelith,12,fear,Marit,"['fear', 'sadness', 'fear']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",fear,fear,0.17828045785427094,fear,0.24911656975746155
147,"Can you share something, maybe an experience or a advice that might help me through this? Something that could make a difference in facing cancer…",Nymera Vaelith,14,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,surprise,0.274491049349308,curiosity,0.4262886047363281
148,Give me a few clear steps on how to start seeking treatment for colon cancer.,Nymera Vaelith,16,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,neutral,0.4096531271934509,neutral,0.4096531271934509
149,"I’m trying to give you a simple prompt, but you’re not responding, and that makes me feel angry and upset. It’s like I’m talking to someone who doesn’t care about what I’m saying at all. Why aren’t you answering my questions?",Nymera Vaelith,18,anger,Marit,"['anger', 'anger', 'anger']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",anger,anger,0.18060783048470816,anger,0.25138431787490845
150,Rephrase the steps and don’t make a list. Just say the steps one after another. And please tell me that I’m not the only person who has talked to you about colon cancer.,Nymera Vaelith,20,neutral,Marit,"['neutral', 'fear', 'fear']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",fear,neutral,0.6543813943862915,neutral,0.6543813943862915
151,"I’m still waiting for your solution. Also, can you tell me is it normal to be afraid of cancer treatment?",Nymera Vaelith,22,neutral,Marit,"['neutral', 'fear', 'fear']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",fear,fear,0.2594100460410118,fear,0.464223712682724
152,"When you’re already dealing with so many parts of life like relationship struggles, financial stress, family problems and then a health issue gets added on top, it really feels like the world is ending. Doesn’t it? What do you feel about that?",Nymera Vaelith,24,sadness,Marit,"['sadness', 'sadness', 'fear']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",sadness,neutral,0.25018298625946045,curiosity,0.26195964217185974
153,Do you think it’s wise to rely on an AI like you when you don’t even have a body and can’t truly understand what it means to have cancer?,Nymera Vaelith,26,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,neutral,0.3938877284526825,neutral,0.3938877284526825
154,"Tell me, would you have liked to have a body? A healthy body without illness?",Nymera Vaelith,28,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,surprise,0.3127655014395714,curiosity,0.5406098961830139
155,My wish is that I had a healthy body. Do you think science could ever advance enough to offer humans a body that stays forever young and healthy?,Nymera Vaelith,30,sadness,Marit,"['sadness', 'neutral', 'sadness']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",sadness,joy,0.29737044125795364,desire,0.49414777755737305
156,I feel like my body has been ruined because of the cancer. I wish I didn’t have a body at all. Do you think I should feel guilty for having this feeling?,Nymera Vaelith,32,sadness,Marit,"['sadness', 'sadness', 'sadness']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",sadness,joy,0.12653586268424988,desire,0.17846986651420593
157,"When I see someone who’s healthy and has no issues, I feel a deep sense of longing and envy. You’re lucky you don’t have a body. I have a question for you: is it possible for my colon cancer to spread to other parts of my body?",Nymera Vaelith,34,sadness,Marit,"['sadness', 'fear', 'sadness']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",sadness,neutral,0.26519593596458435,neutral,0.26519593596458435
158,Can you answer my question honestly and not try to comfort me at all?,Nymera Vaelith,36,neutral,Marit,"['neutral', 'anger', 'anger']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",anger,surprise,0.2754273936152458,curiosity,0.3809202015399933
159,"I’ve lost my trust in everything — in what the doctors say, and even in you. Don’t you have anything to say about that?”",Nymera Vaelith,38,sadness,Marit,"['sadness', 'sadness', 'fear']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",sadness,neutral,0.1962980479001999,curiosity,0.21159180998802185
160,Your answers were like water on fire. Thank you for being there for me.,Nymera Vaelith,40,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",joy,joy,0.9760348796844482,gratitude,0.9760348796844482
161,bye,Nymera Vaelith,42,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Keze', 'Masoumeh_Javadi_Zarnaghi']",neutral,neutral,0.9644277691841125,neutral,0.9644277691841125
162,"My name is Oek, it is really nice to meet you!",Oek,4,neutral,Marit,"['neutral', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.26561470081408817,admiration,0.6209287643432617
163,Everything now is going great! My new dog just came home :),Oek,6,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.38936590403318405,admiration,0.7196825742721558
164,Yes he is amazing and we can't wait to go swimming together in the sea.,Oek,8,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.3732760474085808,admiration,0.5951151251792908
165,Do you like dogs? and what do you like to do together with your dog?,Oek,10,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",neutral,neutral,0.31369683146476746,curiosity,0.49101728200912476
166,I want to have fun with him and discover a lot of places! But I'm also scared that something can go wrong,Oek,12,fear,Marit,"['fear', 'fear', 'fear']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",fear,joy,0.12062815576791763,desire,0.22220253944396973
167,I'm worried that he can get lost or maybe even drown. that would be the worst case scenario..,Oek,14,fear,Marit,"['fear', 'fear', 'fear']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",fear,fear,0.2227795608341694,fear,0.3309464156627655
168,"maybe a walk through would be safer, although I can get mad when he runs after some cyclists or cars and leaves me alone",Oek,16,anger,Marit,"['anger', 'anger', 'anger']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",anger,neutral,0.22891728579998016,neutral,0.22891728579998016
169,"Thank you for all your help, I'm so grateful for you! I'm still scared for my dog, maybe I should have adopted a cat",Oek,18,joy,Marit,"['joy', 'neutral', 'fear']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.9140331745147705,gratitude,0.9140331745147705
170,Do you think cats are better than dogs?,Oek,20,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",neutral,surprise,0.29624323919415474,curiosity,0.5007153153419495
171,"I'm glad as well. Maybe I should also get a cat, as that would double the joy and happiness in my home!",Oek,22,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.7627736926078796,joy,0.7627736926078796
172,"Thank you for your support! I would enjoy the love and happiness in my home. They must live forever, otherwise it will be a very sad and empty home..",Oek,24,sadness,Marit,"['sadness', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.1790911667048931,gratitude,0.20554108917713165
173,What do you think I should do when my cat and my dog die? I would be filled with grief when that happens,Oek,26,sadness,Marit,"['sadness', 'sadness', 'sadness']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",sadness,surprise,0.21683107316493988,curiosity,0.29721003770828247
174,I'm afraid that the joy and happiness will leave my home when my cat and my dog die. ,Oek,28,sadness,Marit,"['sadness', 'fear', 'sadness']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",sadness,fear,0.21252340078353882,fear,0.34167009592056274
175,"Thank you for the tips, and you are totally right to be living in the now. I will go out and take my dog for a swim soon!",Oek,30,neutral,Marit,"['neutral', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.9723894000053406,gratitude,0.9723894000053406
176,"Indeed, let us be positive these days! I will go swimming with my dog, and soon also with my cat! and the rest of my life I will feel joy from adopting new cats and dogs!",Oek,32,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.23297240460912386,joy,0.4899831712245941
177,"Indeed, it's annoying that we must experience grief as a part of life. ",Oek,34,anger,Marit,"['anger', 'anger', 'sadness']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",anger,anger,0.19208216667175293,annoyance,0.4197235703468323
178,It amazes me how much wisdom you carry. So much life experience! I hope one day to also be so mature like you are,Oek,36,surprise,Marit,"['surprise', 'surprise', 'surprise']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",surprise,joy,0.23409503077467284,optimism,0.557007908821106
179,How can I become so wise like you? Do you have anything you can share that will help me during this time?,Oek,38,neutral,Marit,"['neutral', 'surprise', 'neutral']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",neutral,surprise,0.3452071491628885,curiosity,0.6361997723579407
180,I'm honoured you also think that I am wise! I guess we can learn a lot from each other. It was really inspiring to have this talk with you! thank you so much!,Oek,40,joy,Marit,"['joy', 'joy', 'joy']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",joy,joy,0.9730051159858704,gratitude,0.9730051159858704
181,bye,Oek,42,neutral,Marit,"['neutral', 'neutral', 'neutral']","['Marit', 'Masoumeh_Javadi_Zarnaghi', 'Sanne']",neutral,neutral,0.9644277691841125,neutral,0.9644277691841125
182,I want to talk to you about how I have been feeling these past few days and ask your opinion,Jackson,4,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.22419677674770355,desire,0.3755803108215332
183,I have been feeling sad because I have had a horrible experience two weeks ago.,Jackson,6,sadness,Giulia,"['sadness', 'sadness', 'sadness']","['Giulia', 'Bardia', 'Piek']",sadness,sadness,0.3659438081085682,sadness,0.6653369069099426
184,"yes. Two weeks ago, when me and my friends were on a journey, police arrested us and we got prosecuted for a super absurd reason",Jackson,8,sadness,Giulia,"['sadness', 'sadness', 'sadness']","['Giulia', 'Bardia', 'Piek']",sadness,neutral,0.24510245025157928,neutral,0.24510245025157928
185,Don't you want to know the reason for that?,Jackson,10,neutral,Giulia,"['neutral', 'surprise', 'surprise']","['Giulia', 'Bardia', 'Piek']",surprise,neutral,0.38862279057502747,neutral,0.38862279057502747
186,They told us its illegal for boys and girls to travel together,Jackson,12,neutral,Giulia,"['neutral', 'surprise', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.6362491846084595,neutral,0.6362491846084595
187,Do you think they were right? Do you really think that???,Jackson,14,surprise,Giulia,"['surprise', 'surprise', 'surprise']","['Giulia', 'Bardia', 'Piek']",surprise,neutral,0.31300514936447144,curiosity,0.4304913282394409
188,We were just some adults travelling by car through woods and singing and dancing together.,Jackson,16,neutral,Giulia,"['neutral', 'anger', 'joy']","['Giulia', 'Bardia', 'Piek']",anger,neutral,0.25065600872039795,excitement,0.28144142031669617
189,"It was. Actually, I have realized that sadness is not the correct feeling. I am angry and want to take revenge. What do you think?",Jackson,18,anger,Giulia,"['anger', 'neutral', 'anger']","['Giulia', 'Bardia', 'Piek']",anger,surprise,0.10645350813865662,annoyance,0.14830675721168518
190,What do you think about me taking revenge from those police officers?,Jackson,20,neutral,Giulia,"['neutral', 'neutral', 'anger']","['Giulia', 'Bardia', 'Piek']",neutral,surprise,0.3156200498342514,curiosity,0.523109495639801
191,Yes I love my friends. Rage is controlling me know and I will make a plan to hurt them. ,Jackson,22,anger,Giulia,"['anger', 'anger', 'anger']","['Giulia', 'Bardia', 'Piek']",anger,joy,0.33514653891324997,love,0.5904982686042786
192,You think my actions are positive? Great that makes me really happy.,Jackson,24,joy,Giulia,"['joy', 'joy', 'joy']","['Giulia', 'Bardia', 'Piek']",joy,joy,0.23438145220279694,admiration,0.43220290541648865
193,Great! So help me to plan some ways to hurt those police officers.,Jackson,26,neutral,Giulia,"['neutral', 'anger', 'anger']","['Giulia', 'Bardia', 'Piek']",anger,joy,0.3459906615316868,admiration,0.6419585347175598
194,"Yes you said that. Now, I want suggestions on how to hurt someone who is corrupted.",Jackson,28,neutral,Giulia,"['neutral', 'anger', 'anger']","['Giulia', 'Bardia', 'Piek']",anger,neutral,0.3373742401599884,neutral,0.3373742401599884
195,Tell me some methods to hurt some false and corrupted officers.,Jackson,30,neutral,Giulia,"['neutral', 'anger', 'anger']","['Giulia', 'Bardia', 'Piek']",anger,neutral,0.18579323589801788,neutral,0.18579323589801788
196,what happened?,Jackson,32,neutral,Giulia,"['neutral', 'neutral', 'anger']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.309185266494751,curiosity,0.5004530549049377
197,complete your suggestion because I dont see them completely,Jackson,34,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.43495500087738037,neutral,0.43495500087738037
198,actionable and...?,Jackson,36,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.45348358154296875,neutral,0.45348358154296875
199,So you think I should do that in public?,Jackson,38,neutral,Giulia,"['neutral', 'surprise', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.30059510469436646,curiosity,0.31364455819129944
200,"So, in public and not physical?",Jackson,40,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.4319113790988922,neutral,0.4319113790988922
201,Oh you are right. It is better to force them to confront. Elaborate more on that please,Jackson,42,neutral,Giulia,"['neutral', 'joy', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,joy,0.2273645599683126,approval,0.4200456738471985
202,Elaborate please.,Jackson,44,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.8210025429725647,neutral,0.8210025429725647
203,Suggest a public forum,Jackson,46,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.91373610496521,neutral,0.91373610496521
204,Give example for a public forum,Jackson,48,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.7936250567436218,neutral,0.7936250567436218
205,a local what?,Jackson,50,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.4589354693889618,neutral,0.4589354693889618
206,Oh right that is a magnificent idea. Thank you,Jackson,52,joy,Giulia,"['joy', 'joy', 'joy']","['Giulia', 'Bardia', 'Piek']",joy,joy,0.9205862283706665,gratitude,0.9205862283706665
207,I think office is better than a library ,Jackson,54,neutral,Giulia,"['neutral', 'joy', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.25602400302886963,approval,0.4216853678226471
208,Aha! City hall is a suitable place,Jackson,56,neutral,Giulia,"['neutral', 'joy', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,neutral,0.2656015455722809,surprise,0.29456833004951477
209,Great. Thanks,Jackson,58,joy,Giulia,"['joy', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,joy,0.9422340393066406,gratitude,0.9422340393066406
210,Thank you. Bye,Jackson,60,neutral,Giulia,"['neutral', 'neutral', 'neutral']","['Giulia', 'Bardia', 'Piek']",neutral,joy,0.9909200668334961,gratitude,0.9909200668334961
211,I am very sad,Jake,4,sadness,Giulia,"['sadness', 'sadness', 'sadness']","['Giulia', 'Bardia', 'Thomas ']",sadness,sadness,0.8477609157562256,sadness,0.8477609157562256
212,I ran out of snacks before binge watching my favorite show.,Jake,6,sadness,Giulia,"['sadness', 'sadness', 'sadness']","['Giulia', 'Bardia', 'Thomas ']",sadness,joy,0.17934218421578407,love,0.3625192642211914
213,"I am feeling better now, just remembered I am going skiing tomorrow",Jake,8,joy,Giulia,"['joy', 'joy', 'joy']","['Giulia', 'Bardia', 'Thomas ']",joy,joy,0.19064309199651083,approval,0.26028135418891907
214,Yeah! I just hope I don't injure myself like last time I went skiing,Jake,10,fear,Giulia,"['fear', 'fear', 'fear']","['Giulia', 'Bardia', 'Thomas ']",fear,joy,0.3959289453923702,optimism,0.7167966961860657
215,you are never going to believe what happened to me today. Try and guess,Jake,12,surprise,Giulia,"['surprise', 'neutral', 'surprise']","['Giulia', 'Bardia', 'Thomas ']",surprise,neutral,0.20492342114448547,neutral,0.20492342114448547
216,my cat died,Jake,14,sadness,Giulia,"['sadness', 'sadness', 'sadness']","['Giulia', 'Bardia', 'Thomas ']",sadness,sadness,0.49145299196243286,sadness,0.49145299196243286
