ID	Tweet	Label	Score
20186	I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare	fear	0.688
20187	@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters	fear	0.688
20188	Scott Dann injured aka my worst nightmare	fear	0.688
20189	bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy	fear	0.688
20190	induction day tomorrow for pizza express #nervous	fear	0.688
20191	Dates in the glove box' is pure panic excuse #GBBO	fear	0.688
20192	Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed	fear	0.688
20193	I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul 	fear	0.688
20194	how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..	fear	0.688
20195	My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview	fear	0.688
20196	I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.	fear	0.688
20197	@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst	fear	0.688
20198	Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity 	fear	0.688
20199	I can never find the exact #emoji that I'm after at the exact moment that I need it #panic	fear	0.688
20200	@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?	fear	0.688
20201	still shaking though 🙃	fear	0.688
20202	Watching It Follows.  This is a super freaky movie.  #horror #scary	fear	0.688
20203	Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror	fear	0.688
20204	Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett	fear	0.688
20205	@Burnt_Out_Darth @theaterofscifi thanks. #nightmare	fear	0.688
20206	#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.	fear	0.688
20207	@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act	fear	0.688
20208	3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited	fear	0.688
20209	This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.	fear	0.688
20210	I hate having ideas but being too afraid to share them 😔	fear	0.688
20211	i'd let jiho step on my throat but he'd probs be afraid he'd hurt me	fear	0.688
20212	@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom	fear	0.685
20213	Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism	fear	0.685
20214	Idk if it's hella hot in here or I'm nervous	fear	0.680
20215	@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid	fear	0.667
20216	I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all	fear	0.667
20217	Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA	fear	0.667
20218	@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !	fear	0.667
20219	And here we go again 😓 #restless	fear	0.667
20220	There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful	fear	0.667
20221	Do you think humans have the sense for recognizing impending doom? 	fear	0.667
20222	@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay	fear	0.667
20223	@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited	fear	0.667
20224	Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.	fear	0.667
20225	The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare	fear	0.667
20226	World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?	fear	0.667
20227	@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL	fear	0.667
20228	We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe	fear	0.667
20229	#terror test ................	fear	0.667
20230	@MrMalky @kwr66 How awful! Switched off!	fear	0.667
20231	bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous	fear	0.667
20232	The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal	fear	0.667
20233	Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕	fear	0.667
20234	@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful	fear	0.667
20235	@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare	fear	0.667
20236	#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves	fear	0.667
20237	@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.	fear	0.667
20238	wow if i need to start over on SIF im prob gonna just die	fear	0.667
20239	When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained 	fear	0.667
20240	I want to slide into the dms but im too fucking shy #shy	fear	0.667
20241	@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible	fear	0.667
20242	At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.	fear	0.667
20243	@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism	fear	0.663
20244	#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.	fear	0.660
20245	Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.	fear	0.660
20246	Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.	fear	0.660
20247	@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔	fear	0.660
20248	@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances	fear	0.660
20249	Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism	fear	0.660
20250	@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall	fear	0.657
20251	@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall	fear	0.655
20252	@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?	fear	0.646
20253	this Mac update has me some kind of apprehensive.	fear	0.646
20254	a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +	fear	0.646
20255	Your boy' is having a nightmare @VivaLaSergio	fear	0.646
20256	It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged	fear	0.646
20257	@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon	fear	0.646
20258	Now #India is #afraid of #bad #terrorism.	fear	0.646
20259	@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud	fear	0.646
20260	ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!	fear	0.646
20261	Man city's kit is dreadful!	fear	0.646
20262	jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.	fear	0.646
20263	@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter 	fear	0.646
20264	Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .'	fear	0.646
20265	@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone	fear	0.646
20266	Just feel awkward that I'm being timid to everyone.	fear	0.646
20267	Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️	fear	0.646
20268	@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? 	fear	0.646
20269	@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...	fear	0.646
20270	@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. 	fear	0.646
20271	Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking	fear	0.646
20272	#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic	fear	0.646
20273	@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway	fear	0.646
20274	Librarians scare me	fear	0.646
20275	@SherriEShepherd because #whitepeople are #afraid of large #blackmen?	fear	0.646
20276	@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety	fear	0.646
20277	@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated	fear	0.646
20278	@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.	fear	0.646
20279	Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy	fear	0.644
20280	I want to slide into the dms but im too fucking shy 	fear	0.640
20281	Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking	fear	0.637
20282	A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. 	fear	0.632
20283	@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama	fear	0.630
20284	We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16	fear	0.630
20285	@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;)	fear	0.625
20286	So not pumped for this interview 	fear	0.625
20287	Rojo is shocking.......absolutely shocking !!!	fear	0.625
20288	#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani	fear	0.625
20289	@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic	fear	0.625
20290	When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless	fear	0.625
20291	@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!	fear	0.625
20292	@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks	fear	0.625
20293	Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed	fear	0.625
20294	@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy	fear	0.625
20295	We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars	fear	0.625
20296	@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?	fear	0.625
20297	Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.	fear	0.625
20298	@JennyPGR I worry about typos in any email to Simon, draft attached or not...	fear	0.625
20299	@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.)	fear	0.625
20300	@BigBossPeltonen \nLikewise #death #cutting 	fear	0.625
20301	@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.	fear	0.625
20302	horrid having a car n no liscence	fear	0.625
20303	Today has dragged on #restless	fear	0.625
20304	@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day	fear	0.625
20305	@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy	fear	0.625
20306	we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues	fear	0.625
20307	How I Murdered Your Mother #SpookyTv #horror	fear	0.625
20308	Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 	fear	0.625
20309	Girls with hairy arms scare me	fear	0.625
20310	Didn't concede yet but having a nightmare at the back #MUFC	fear	0.625
20311	me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover	fear	0.621
20312	I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.	fear	0.620
20313	In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting	fear	0.620
20314	@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless	fear	0.620
20315	Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball	fear	0.619
20316	@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. 	fear	0.616
20317	mmmm i'm kinda sad i hope i can shake this before school	fear	0.616
20318	Late night #thoughts. Feeling #restless.	fear	0.615
20319	However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety	fear	0.604
20320	@carlybigelow13 first you take the room now you wanna beat me up #bully	fear	0.604
20321	@datboyJuniorE lool soon as man start loosing weight.  Its panic	fear	0.604
20322	@jndtech horrible.	fear	0.604
20323	“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren	fear	0.604
20324	Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.	fear	0.604
20325	@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments	fear	0.604
20326	How can America be so openly embracing racism. 	fear	0.604
20327	Overtime... #TeamNA #WCH2016 #nervous	fear	0.604
20328	From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism	fear	0.604
20329	Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k #apprehension?	fear	0.604
20330	We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16	fear	0.604
20331	Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl	fear	0.604
20332	@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.	fear	0.604
20333	@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated	fear	0.604
20334	How can America be so openly embracing racism. #dismayed	fear	0.604
20335	Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.	fear	0.604
20336	@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄	fear	0.604
20337	Super shitting it about this tattoo 	fear	0.604
20338	when people hit on me i try to shake them off by talking about how i hide from communism	fear	0.604
20339	How am I supposed to intimidate the freshman if half of them are taller than I am??	fear	0.604
20340	How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself	fear	0.604
20341	@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol 	fear	0.604
20342	Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA	fear	0.604
20343	Round 2 #panic #pcola	fear	0.604
20344	2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!	fear	0.604
20345	Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans	fear	0.600
20346	@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.	fear	0.600
20347	The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16	fear	0.595
20348	@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +	fear	0.592
20349	#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India	fear	0.590
20350	However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety 	fear	0.588
20351	Sickness bug! #awful	fear	0.583
20352	@gowoonist i got that but you were alarming	fear	0.583
20353	not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible	fear	0.583
20354	Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it 	fear	0.583
20355	#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'	fear	0.583
20356	David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor	fear	0.583
20357	@jjskeffington @foodbelfast I dread to think!	fear	0.583
20358	I'm such a shy girl🙄	fear	0.583
20359	Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. 	fear	0.583
20360	@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 	fear	0.583
20361	onus is on Pakistan' : @MEAIndia after #Uri #terror attack	fear	0.583
20362	#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan	fear	0.583
20363	They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.	fear	0.583
20364	Georgia Tech's Secondary is as soft as a marshmallow.  #horrible	fear	0.583
20365	#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar	fear	0.583
20366	Angelino's been horrific	fear	0.583
20367	@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤	fear	0.583
20368	Rollover car crash on warren st, traffic is horrid #Boston	fear	0.583
20369	@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening	fear	0.583
20370	Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme	fear	0.583
20371	Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.	fear	0.583
20372	It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. 	fear	0.583
20373	Saga: When all of your devices and teles fail just in time for bake off  #gbbo	fear	0.583
20374	Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless	fear	0.583
20375	If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours	fear	0.583
20376	Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit	fear	0.583
20377	I really want to go for fright night but I really don't 😁	fear	0.583
20378	@NaziaMemon01 yeah a terror packed terror supported speech..	fear	0.583
20379	@peacexxanna your nightmare	fear	0.583
20380	PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot	fear	0.583
20381	When you arrive at the office the day before your first ever festival and the Internet is down 	fear	0.583
20382	I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair	fear	0.583
20383	can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !	fear	0.583
20384	@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.	fear	0.583
20385	Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice	fear	0.583
20386	My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare	fear	0.583
20387	Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys 	fear	0.580
20388	a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain	fear	0.576
20389	That old lady is cray cray #scared #BellaIsSoCute #awe #Empire	fear	0.574
20390	People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is unacceptable\n@CNN	fear	0.571
20391	jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr	fear	0.565
20392	When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife	fear	0.562
20393	@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.	fear	0.562
20394	@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, #shy	fear	0.562
20395	.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support	fear	0.562
20396	@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?	fear	0.562
20397	That's fucking horrific defending from Schalke	fear	0.562
20398	While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty	fear	0.562
20399	PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot	fear	0.562
20400	@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 #awful	fear	0.562
20401	i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive	fear	0.562
20402	@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women	fear	0.562
20403	Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep	fear	0.562
20404	@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity	fear	0.562
20405	Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible	fear	0.562
20406	Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000	fear	0.562
20407	So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.	fear	0.562
20408	@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.	fear	0.562
20409	@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.	fear	0.562
20410	@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...	fear	0.562
20411	@rsiereilly my heart did the flutter	fear	0.562
20412	@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible	fear	0.562
20413	In dire need of a worship session to just let go of everything	fear	0.562
20414	A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.	fear	0.562
20415	@KarenL109 replace the carpet!! #shocking !!!!	fear	0.562
20416	Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.	fear	0.562
20417	He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror	fear	0.562
20418	@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions #worry	fear	0.562
20419	@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.	fear	0.562
20420	@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.	fear	0.562
20421	Now #India is #afraid of #bad .	fear	0.562
20422	okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself	fear	0.562
20423	@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff	fear	0.562
20424	Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.	fear	0.562
20425	can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 	fear	0.562
20426	@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;	fear	0.562
20427	I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak	fear	0.562
20428	@stevie7t Why does talksport sound like it's being broadcasted from someone's basement #terrible #quality #amateurs	fear	0.562
20429	I'm afraid she's the goat you libeling people?  #goat #libeling	fear	0.562
20430	My study skills are terrible 😒	fear	0.562
20431	@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;	fear	0.562
20432	Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?	fear	0.562
20433	If the future doesn't fill you with existential dread are you even a real person	fear	0.562
20434	I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation	fear	0.560
20435	@YahooCare data stolen in 2014 and only now do you tell us #shocking.	fear	0.560
20436	@MasterTomTheDom  I hate winter, I dread it's arrival.	fear	0.556
20437	#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?	fear	0.554
20438	PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.	fear	0.554
20439	@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking	fear	0.553
20440	@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts 	fear	0.542
20441	When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott	fear	0.542
20442	can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare	fear	0.542
20443	@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful	fear	0.542
20444	Forgot to plug the phone in overnight #nightmare	fear	0.542
20445	@GMModular @goldmedalindia  horrible experience with a company like this #goldmedal #horrible sales person #wrong commitments#wrongproduct	fear	0.542
20446	New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror	fear	0.542
20447	Bitch worry about me more than I worry about myself 🙄😩	fear	0.542
20448	@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll	fear	0.542
20449	Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.	fear	0.542
20450	Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme	fear	0.542
20451	@BrumSciComm in a danish.  What horror, what depths. #gbbo	fear	0.542
20452	When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking	fear	0.542
20453	Men cannot even handle the suspicion of a horn farless 😩	fear	0.542
20454	@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking	fear	0.542
20455	@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.	fear	0.542
20456	If I was friends with me I'd hate me SO MUCH with the amount I bully them	fear	0.542
20457	Absolutely shocking. The decline of Rooney is a little embarrassing really!	fear	0.542
20458	Excited and nervous for Tuesday	fear	0.542
20459	@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage	fear	0.542
20460	@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice	fear	0.542
20461	Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊	fear	0.542
20462	@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary	fear	0.542
20463	so I picked up my phone!!!' #shocking 😳	fear	0.542
